,Date_time,Compound,Negative,Neutral,News_outlet,Positive,Tweet,Tweet_number
128,2018-03-12 18:13:28+00:00,0.2244,0.0,0.917,CBS,0.083,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,29
129,2018-03-12 01:20:43+00:00,0.0,0.0,1.0,CBS,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",30
130,2018-03-09 22:48:26+00:00,0.4926,0.0,0.883,CBS,0.117,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,31
131,2018-03-09 22:24:20+00:00,0.1275,0.092,0.795,CBS,0.113,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",32
132,2018-03-09 21:10:21+00:00,0.4215,0.0,0.823,CBS,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",33
133,2018-03-09 18:27:28+00:00,0.8658,0.0,0.553,CBS,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",34
134,2018-03-09 16:02:27+00:00,0.0,0.0,1.0,CBS,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,35
135,2018-03-08 18:00:49+00:00,0.8625,0.0,0.664,CBS,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,36
136,2018-03-08 17:03:04+00:00,0.4926,0.0,0.868,CBS,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,37
137,2018-03-07 18:39:10+00:00,-0.2023,0.23,0.619,CBS,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",38
138,2018-03-07 17:06:02+00:00,0.0,0.0,1.0,CBS,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",39
139,2018-03-06 18:10:59+00:00,0.6705,0.0,0.756,CBS,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",40
140,2018-03-05 22:16:43+00:00,0.3818,0.0,0.833,CBS,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",41
141,2018-03-04 08:05:26+00:00,0.4404,0.0,0.884,CBS,0.116,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",42
142,2018-03-03 20:55:20+00:00,0.0,0.0,1.0,CBS,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",43
143,2018-03-02 22:30:01+00:00,0.7096,0.0,0.753,CBS,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",44
144,2018-03-02 20:30:01+00:00,0.7096,0.0,0.718,CBS,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",45
145,2018-03-02 18:45:00+00:00,0.4939,0.0,0.849,CBS,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",46
146,2018-03-01 18:59:01+00:00,-0.6981,0.21,0.79,CBS,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,47
147,2018-03-01 18:12:57+00:00,0.4547,0.092,0.749,CBS,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",48
148,2018-03-01 18:11:50+00:00,0.8591,0.0,0.462,CBS,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,49
149,2018-03-01 18:10:50+00:00,0.4885,0.151,0.615,CBS,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,50
150,2018-03-01 14:36:21+00:00,0.5994,0.0,0.822,CBS,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",51
151,2018-03-01 14:29:20+00:00,0.7717,0.0,0.675,CBS,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",52
152,2018-03-01 14:15:29+00:00,0.6908,0.0,0.725,CBS,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",53
153,2018-03-01 13:50:11+00:00,0.0,0.0,1.0,CBS,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",54
154,2018-03-01 01:04:52+00:00,0.0,0.0,1.0,CBS,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,55
155,2018-02-28 19:56:58+00:00,0.0,0.0,1.0,CBS,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",56
156,2018-02-28 19:08:30+00:00,0.4404,0.0,0.884,CBS,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",57
157,2018-02-27 03:23:47+00:00,0.5562,0.0,0.848,CBS,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,58
158,2018-02-26 22:50:32+00:00,0.0,0.0,1.0,CBS,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",59
159,2018-02-26 21:08:30+00:00,0.0,0.0,1.0,CBS,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",60
160,2018-02-26 19:53:41+00:00,0.4482,0.0,0.895,CBS,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",61
161,2018-02-26 18:32:36+00:00,0.784,0.0,0.734,CBS,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,62
162,2018-02-26 18:20:16+00:00,0.9359,0.0,0.571,CBS,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,63
163,2018-02-26 16:53:56+00:00,-0.5423,0.184,0.816,CBS,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",64
164,2018-02-26 16:52:01+00:00,0.0,0.0,1.0,CBS,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",65
165,2018-02-26 16:17:55+00:00,0.0,0.0,1.0,CBS,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",66
166,2018-02-26 01:12:32+00:00,0.7644,0.0,0.769,CBS,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",67
167,2018-02-25 21:51:32+00:00,0.0,0.0,1.0,CBS,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,68
168,2018-02-25 21:51:22+00:00,0.0,0.0,1.0,CBS,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",69
169,2018-02-23 18:15:40+00:00,0.5093,0.0,0.845,CBS,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,70
170,2018-02-22 19:26:52+00:00,0.0,0.0,1.0,CBS,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",71
171,2018-02-21 19:20:04+00:00,0.0,0.0,1.0,CBS,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,72
172,2018-02-21 18:19:25+00:00,0.6808,0.0,0.752,CBS,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",73
173,2018-02-20 19:55:19+00:00,0.4404,0.0,0.884,CBS,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",74
174,2018-02-20 17:58:18+00:00,-0.4019,0.119,0.881,CBS,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",75
175,2018-02-20 17:39:51+00:00,0.3612,0.0,0.872,CBS,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,76
176,2018-02-17 01:07:20+00:00,0.6124,0.0,0.773,CBS,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",77
177,2018-02-16 18:42:43+00:00,0.3182,0.0,0.892,CBS,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",78
178,2018-02-16 17:48:20+00:00,0.68,0.0,0.752,CBS,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",79
179,2018-02-14 19:23:27+00:00,0.8619,0.0,0.534,CBS,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,80
180,2018-02-13 20:03:56+00:00,0.0,0.0,1.0,CBS,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",81
181,2018-02-13 18:54:52+00:00,0.7506,0.0,0.748,CBS,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",82
182,2018-02-12 18:49:45+00:00,0.0,0.0,1.0,CBS,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,83
183,2018-02-12 01:32:33+00:00,0.0,0.0,1.0,CBS,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,84
184,2018-02-09 00:50:01+00:00,0.8478,0.0,0.696,CBS,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,85
185,2018-02-08 16:09:35+00:00,-0.5859,0.186,0.814,CBS,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,86
186,2018-02-07 18:35:19+00:00,0.0516,0.0,0.934,CBS,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",87
187,2018-02-07 16:17:48+00:00,0.5574,0.152,0.536,CBS,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",88
188,2018-02-06 22:21:39+00:00,0.0,0.0,1.0,CBS,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",89
189,2018-02-06 17:05:49+00:00,0.0772,0.106,0.773,CBS,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",90
190,2018-02-04 15:35:36+00:00,0.0,0.0,1.0,CBS,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",91
191,2018-02-04 12:00:01+00:00,0.1531,0.0,0.882,CBS,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",92
192,2018-02-03 23:11:43+00:00,0.0,0.0,1.0,CBS,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,93
193,2018-02-03 12:00:07+00:00,0.8268,0.0,0.662,CBS,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",94
194,2018-02-02 22:36:13+00:00,-0.0772,0.075,0.925,CBS,0.0,RT @swatcbs: ?@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,95
195,2018-02-02 20:07:40+00:00,0.4019,0.0,0.856,CBS,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",96
196,2018-02-02 19:03:33+00:00,0.4003,0.0,0.876,CBS,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,97
197,2018-02-02 17:23:18+00:00,0.6114,0.0,0.834,CBS,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,98
198,2018-02-01 22:04:41+00:00,0.0,0.0,1.0,CBS,0.0,? @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,99
199,2018-02-01 20:09:49+00:00,0.0,0.0,1.0,CBS,0.0,"? @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",100
200,2018-03-23 23:10:59+00:00,0.5423,0.0,0.816,CNN,0.184,"Taylor Swift voiced her support for Saturday's ""March for Our Lives"" in an Instagram post and said that she made a… https://t.co/rUq4HPJvrg",1
201,2018-03-23 23:02:13+00:00,-0.0516,0.106,0.796,CNN,0.097,"Many of the Democrats who've been urging stricter gun control legislation will join throngs of students for the ""Ma… https://t.co/mxQjFKdFSy",2
202,2018-03-23 22:51:03+00:00,0.296,0.0,0.896,CNN,0.104,"China may target American cherries, pistachios, sparkling wine and more than 120 other US goods with tariffs to ret… https://t.co/vg46Qs8uzw",3
203,2018-03-23 22:41:07+00:00,0.4019,0.0,0.829,CNN,0.171,“Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video d… https://t.co/hQwUCCj8YG,4
204,2018-03-23 22:31:06+00:00,-0.6486,0.223,0.777,CNN,0.0,"An Iowa family vacationing in Mexico was found dead inside their condominium, according to police… https://t.co/kE8QRiquuX",5
205,2018-03-23 22:26:06+00:00,-0.4215,0.123,0.877,CNN,0.0,NFL star Michael Bennett was indicted in Houston on a charge of injury to the elderly in connection with an inciden… https://t.co/4MIuPMiP6H,6
206,2018-03-23 22:21:03+00:00,0.7717,0.0,0.705,CNN,0.295,First lady Melania Trump made public remarks at the State Department's International Women of Courage award ceremon… https://t.co/RzjFpXXh33,7
207,2018-03-23 22:21:01+00:00,-0.0772,0.121,0.769,CNN,0.109,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/gnUXYLvD98,8
208,2018-03-23 22:11:33+00:00,0.4019,0.0,0.85,CNN,0.15,RT @AC360: “Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video diaries with C…,9
209,2018-03-23 22:11:04+00:00,-0.34,0.118,0.882,CNN,0.0,"""Contrary to the NRA's current narrative, the path to sensible gun reform isn't a slippery slope, it's simply uncha… https://t.co/ueTcSlJS7s",10
210,2018-03-23 22:01:06+00:00,0.0,0.0,1.0,CNN,0.0,Former President Jimmy Carter has been briefed by the White House on the situation in North Korea… https://t.co/hbuozgfGDB,11
211,2018-03-23 21:52:56+00:00,0.0,0.0,1.0,CNN,0.0,The real reasons Congress can't act on guns or immigration https://t.co/Zvna0DntVv https://t.co/LubyPW3xvN,12
212,2018-03-23 21:35:49+00:00,0.0,0.0,1.0,CNN,0.0,"“To us, this is not a partisan issue. It’s an issue of life or death,” says Alex Wind, a Parkland school shooting s… https://t.co/K0tPyzHKb1",13
213,2018-03-23 21:20:07+00:00,-0.9432,0.577,0.423,CNN,0.0,A man has been arrested for allegedly threatening to assault and murder a congressman from Virginia… https://t.co/2zCfq5BD0E,14
214,2018-03-23 21:01:07+00:00,-0.6597,0.227,0.773,CNN,0.0,"Why you'll see a lot of ""evil eye"" gloves at the March For Our Lives https://t.co/WtpZqb9zQE https://t.co/AyNUF33YIp",15
215,2018-03-23 20:50:08+00:00,-0.7713,0.288,0.712,CNN,0.0,"Parents of young children have reason to be watchful as the flu season ends. B strains, which can be more severe fo… https://t.co/JWXazt7zNl",16
216,2018-03-23 20:40:05+00:00,-0.0772,0.085,0.915,CNN,0.0,Drew Barrymore shows she's sorry for dissing Jake Gyllenhaal with a literal sign of affection… https://t.co/USc2fh5gfb,17
217,2018-03-23 20:30:12+00:00,-0.4404,0.139,0.861,CNN,0.0,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/OYh6bq5U5e,18
218,2018-03-23 20:20:09+00:00,0.0,0.0,1.0,CNN,0.0,Thousands of people marched in cities across Poland in demonstrations against plans to tighten the country's alread… https://t.co/7xfT5h1KC8,19
219,2018-03-23 20:10:38+00:00,0.128,0.088,0.763,CNN,0.149,"RT @AC360: “I feel worried, I feel angry.” Parkland survivors share exclusive video diaries with CNN. Their stories tonight, 9p ET on @CNN…",20
220,2018-03-23 20:10:04+00:00,0.4215,0.0,0.877,CNN,0.123,The Chinese ambassador to the United States would not rule out his nation scaling back the purchase of US governmen… https://t.co/hWrJhLtgkZ,21
221,2018-03-23 20:07:50+00:00,-0.8519,0.341,0.659,CNN,0.0,RT @CNNMoney: Trade war fears sink stocks again: Dow closes down more than 400 points at lowest point since November. https://t.co/A9OlUXl3…,22
222,2018-03-23 20:03:33+00:00,0.4404,0.0,0.847,CNN,0.153,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/2RiAQPzhIt https://t.co/zp4lrF9v3O,23
223,2018-03-23 19:50:35+00:00,-0.802,0.275,0.725,CNN,0.0,"At least 13 people were killed and 35 others were injured Friday night in a car bombing in southern Afghanistan, a… https://t.co/8EZYFIRuUW",24
224,2018-03-23 19:42:28+00:00,0.0,0.0,1.0,CNN,0.0,"""China is not afraid of and will not recoil from a trade war,"" China's embassy in Washington said in a statement… https://t.co/lTQZIyYykI",25
225,2018-03-23 19:30:13+00:00,0.4767,0.0,0.796,CNN,0.204,Some student loan borrowers will get another chance to qualify for the Public Service Loan Forgiveness program… https://t.co/0Y6bgk27QX,26
226,2018-03-23 19:30:09+00:00,-0.5106,0.268,0.732,CNN,0.0,A timeline of DACA offers President Trump has rejected https://t.co/r3lYvNaM8H https://t.co/TKd8VSvjEr,27
227,2018-03-23 19:20:06+00:00,0.0,0.0,1.0,CNN,0.0,"A new chemical analysis of animal bones suggests that the Maya in the city of Ceibal kept big cats in captivity, an… https://t.co/R65QDFdpAP",28
228,2018-03-23 19:10:06+00:00,0.0,0.0,1.0,CNN,0.0,"Dr. Ronny Jackson, the presidential physician who has served under three presidents, has been nominated for a promo… https://t.co/TkS68sf6Mb",29
229,2018-03-23 19:00:09+00:00,-0.6597,0.239,0.761,CNN,0.0,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/K0Lmowc4PM https://t.co/EymrGr1EDT,30
230,2018-03-23 18:50:02+00:00,0.5106,0.0,0.87,CNN,0.13,"All around the US, Lyft is offering free rides to protestors who will participate in the March for Our Lives this w… https://t.co/iiZhgPHkqG",31
231,2018-03-23 18:45:11+00:00,0.128,0.0,0.923,CNN,0.077,Veteran Washington attorney Joseph diGenova’s role as part of President Donald Trump’s legal team is still in quest… https://t.co/McCu9Y9S2f,32
232,2018-03-23 18:40:05+00:00,0.5267,0.0,0.815,CNN,0.185,George Clooney praises Parkland survivors in open letter ahead of March for Our Lives https://t.co/TuF7QXqvU5 https://t.co/TnaWh1jlVB,33
233,2018-03-23 18:30:20+00:00,0.0,0.0,1.0,CNN,0.0,Elon Musk just nonchalantly erased Tesla and SpaceX from Facebook https://t.co/EKDgqGlIS9 https://t.co/VsQgPpjELv,34
234,2018-03-23 18:20:06+00:00,-0.6705,0.184,0.816,CNN,0.0,"The man shot and killed by Sacramento police was turning his life around, his brother says.

Stephon Clark was shot… https://t.co/S5ib13fTFJ",35
235,2018-03-23 18:10:06+00:00,0.0,0.0,1.0,CNN,0.0,Advertisers are turning up the heat on Facebook. At least three companies have pulled advertisements after a data s… https://t.co/9POKaJIWzq,36
236,2018-03-23 18:01:46+00:00,0.0,0.0,1.0,CNN,0.0,"President Trump says the US is close to striking a trade deal with South Korea, an achievement that would mark an e… https://t.co/bXJxefGEiQ",37
237,2018-03-23 17:51:58+00:00,-0.659,0.221,0.779,CNN,0.0,President Trump on his veto threat: “I looked very seriously at the veto. I was thinking about doing the veto. But… https://t.co/dAb7rPFtnR,38
238,2018-03-23 17:39:15+00:00,0.0,0.0,1.0,CNN,0.0,JUST IN: President Trump announces he is signing the $1.3 trillion spending bill passed by Congress this week despi… https://t.co/cF8DRvZQgT,39
239,2018-03-23 17:26:44+00:00,0.0,0.0,1.0,CNN,0.0,"President Trump is speaking from the White House.

Watch on CNN: https://t.co/UYpqI3w42L 

Follow for live updates:… https://t.co/Qv2yFkf7AZ",40
240,2018-03-23 17:15:49+00:00,0.0,0.0,1.0,CNN,0.0,"President Trump will soon give a statement from the White House to address the spending bill, which he has threaten… https://t.co/f4SMTdUbvc",41
241,2018-03-23 17:05:46+00:00,0.6249,0.0,0.823,CNN,0.177,"Jaelynn Willey, the 16-year-old girl shot by a student at Great Mills High School in Maryland earlier this week, di… https://t.co/tGFHA1vYg4",42
242,2018-03-23 17:02:49+00:00,-0.5267,0.196,0.804,CNN,0.0,"""We’ve experienced something that no kid should ever go through... no person should go through, so there’s a lot of… https://t.co/4D1WTVszNQ",43
243,2018-03-23 16:58:15+00:00,-0.2263,0.119,0.881,CNN,0.0,"""Sometimes I forget that we are the high schoolers here."" - Parkland student Cameron Kasky #ParklandDiaries… https://t.co/48msWThvbS",44
244,2018-03-23 16:55:21+00:00,-0.0258,0.113,0.693,CNN,0.195,"""Still feeling it. Still feeling the shock and still feeling the emotions running high ... just embracing it becaus… https://t.co/x7o1a2s7E2",45
245,2018-03-23 16:52:00+00:00,0.0,0.0,1.0,CNN,0.0,"""I'm supposed to be recovering... and I can't do that if these things are still going to be happening."" Marjory Sto… https://t.co/sUbZ5QOt6s",46
246,2018-03-23 16:45:52+00:00,-0.6705,0.224,0.776,CNN,0.0,"""I feel worried, I feel angry. I just know I have to go back and continue to learn even when our politicians won't""… https://t.co/kwk6TSHcb3",47
247,2018-03-23 16:41:39+00:00,-0.765,0.258,0.742,CNN,0.0,"""I'm in a lot of pain, and I've never been faced with this kind of pain before."" - Parkland school shooting survivo… https://t.co/jvQYUjrTKA",48
248,2018-03-23 16:18:49+00:00,0.0,0.0,1.0,CNN,0.0,"""I'm supposed to be recovering ... and I can't do that if these things are still going to be happening.""

Using cel… https://t.co/fdUiHYJ3KG",49
249,2018-03-23 16:00:02+00:00,0.0,0.0,1.0,CNN,0.0,"Deep inside the 2,232 pages of text that make up the newly passed $1.3 trillion bill to keep the federal government… https://t.co/WEZxxNd1B5",50
250,2018-03-23 15:50:09+00:00,0.5106,0.0,0.82,CNN,0.18,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/j49w9xdzP4 https://t.co/yjQjbRp5Cf,51
